pair_id,left_path,right_path,left_problem,right_problem,left_program,right_program,left_tokens,right_tokens,left_complexity,right_complexity,shared_tokens
N00706,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00706/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00706/right/Main.java,p03775,p03814,s250880726.java,s492916772.java,150,150,2,2,13
N00707,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00707/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00707/right/Main.java,p02259,p02260,s644878447.java,s668822204.java,239,239,6,6,23
N00708,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00708/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00708/right/Main.java,p02628,p02622,s463045428.java,s896182793.java,140,140,2,2,25
N00709,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00709/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00709/right/Main.java,p02911,p02783,s681897269.java,s998237907.java,238,238,4,4,13
N00710,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00710/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00710/right/Main.java,p03000,p02993,s214635658.java,s627920026.java,115,115,2,2,25
N00711,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00711/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00711/right/Main.java,p03494,p03478,s880822865.java,s846462756.java,143,143,3,3,26
N00712,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00712/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00712/right/Main.java,p02578,p02571,s663826745.java,s360376412.java,176,176,3,4,23
N00713,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00713/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00713/right/Main.java,p02419,p02416,s616047324.java,s450106981.java,111,111,3,3,15
N00714,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00714/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00714/right/Main.java,p02393,p02399,s450182903.java,s603382411.java,131,131,0,0,11
N00715,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00715/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00715/right/Main.java,p03087,p03435,s009910243.java,s015730415.java,932,926,10,12,13
N00716,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00716/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00716/right/Main.java,p02707,p02706,s926906693.java,s580381837.java,128,128,2,2,13
N00717,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00717/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00717/right/Main.java,p03370,p03360,s316896188.java,s195837244.java,206,206,5,6,14
N00718,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00718/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00718/right/Main.java,p02717,p02724,s465974503.java,s154030141.java,81,81,0,0,22
N00719,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00719/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00719/right/Main.java,p03059,p03071,s215689799.java,s040776206.java,148,148,0,0,13
N00720,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00720/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00720/right/Main.java,p03075,p03073,s097828297.java,s419512829.java,199,199,6,6,14
N00721,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00721/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00721/right/Main.java,p02659,p03378,s740040423.java,s000775781.java,875,874,10,13,14
N00722,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00722/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00722/right/Main.java,p02951,p02981,s863221984.java,s295359940.java,84,84,0,0,23
N00723,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00723/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00723/right/Main.java,p02830,p02848,s957463072.java,s430647837.java,137,137,1,1,17
N00724,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00724/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00724/right/Main.java,p00005,p00002,s421964155.java,s035966220.java,133,133,2,2,20
N00725,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00725/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00725/right/Main.java,p02418,p02570,s256754439.java,s119903356.java,112,112,1,1,9
N00726,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00726/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00726/right/Main.java,p02830,p02829,s501461252.java,s357281772.java,151,151,1,1,10
N00727,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00727/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00727/right/Main.java,p02397,p02396,s304490044.java,s229990531.java,165,165,3,3,13
N00728,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00728/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00728/right/Main.java,p02987,p02971,s067786476.java,s602569133.java,207,207,3,4,17
N00729,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00729/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00729/right/Main.java,p03416,p03434,s788253294.java,s012358469.java,163,163,4,3,26
N00730,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00730/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00730/right/Main.java,p02784,p02779,s152350358.java,s892241127.java,136,136,2,2,9
N00731,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00731/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00731/right/Main.java,p02829,p02897,s868844103.java,s391480589.java,79,79,0,0,14
N00732,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00732/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00732/right/Main.java,p02786,p02801,s885750053.java,s112655706.java,122,122,2,2,25
N00733,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00733/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00733/right/Main.java,p02982,p02916,s635657007.java,s855561833.java,281,281,6,6,14
N00734,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00734/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00734/right/Main.java,p02576,p02777,s194488309.java,s274673315.java,320,321,2,2,15
N00735,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00735/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00735/right/Main.java,p03220,p03147,s761522707.java,s930318964.java,193,193,3,4,18
N00736,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00736/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00736/right/Main.java,p02420,p02419,s501513286.java,s200889021.java,176,176,3,4,16
N00737,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00737/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00737/right/Main.java,p03324,p03455,s218957862.java,s014468262.java,91,91,1,1,23
N00738,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00738/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00738/right/Main.java,p04044,p02759,s319414787.java,s111700726.java,748,750,6,7,11
N00739,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00739/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00739/right/Main.java,p03998,p03435,s543087575.java,s203136775.java,275,275,3,3,9
N00740,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00740/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00740/right/Main.java,p02687,p02694,s673422042.java,s133336224.java,95,95,1,1,22
N00741,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00741/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00741/right/Main.java,p02773,p02688,s064656376.java,s707899448.java,780,780,21,19,14
N00742,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00742/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00742/right/Main.java,p02578,p02657,s625023624.java,s470545111.java,412,412,7,8,16
N00743,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00743/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00743/right/Main.java,p02405,p02404,s182351905.java,s459205327.java,195,195,5,5,21
N00744,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00744/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00744/right/Main.java,p00002,p00005,s690960070.java,s135814724.java,125,125,2,2,12
N00745,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00745/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00745/right/Main.java,p02622,p02595,s565075941.java,s597791548.java,127,127,2,2,10
N00746,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00746/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00746/right/Main.java,p02640,p02639,s135447238.java,s769561988.java,180,180,4,5,23
N00747,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00747/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00747/right/Main.java,p00002,p03316,s680724016.java,s166066534.java,284,283,2,2,10
N00748,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00748/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00748/right/Main.java,p03456,p03455,s344084493.java,s942814261.java,126,126,1,1,17
N00749,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00749/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00749/right/Main.java,p03360,p02830,s073369909.java,s867966771.java,1037,1038,14,16,15
N00750,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00750/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00750/right/Main.java,p02701,p02694,s246938110.java,s191740910.java,128,128,1,1,15
N00751,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00751/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00751/right/Main.java,p02887,p02729,s295965233.java,s719798581.java,546,546,9,9,25
N00752,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00752/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00752/right/Main.java,p03720,p03680,s705955110.java,s703696430.java,204,204,5,5,28
N00753,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00753/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00753/right/Main.java,p02388,p02389,s686851035.java,s078876132.java,87,87,0,0,13
N00754,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00754/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00754/right/Main.java,p02268,p02263,s112777433.java,s712619753.java,285,285,5,4,15
N00755,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00755/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00755/right/Main.java,p02819,p02773,s508824926.java,s556441709.java,280,280,8,6,8
N00756,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00756/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00756/right/Main.java,p02421,p02420,s039389358.java,s486003024.java,166,166,3,3,17
N00757,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00757/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00757/right/Main.java,p03632,p03644,s272290439.java,s690037449.java,108,108,1,1,26
N00758,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00758/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00758/right/Main.java,p02772,p02771,s340019774.java,s142732167.java,228,228,6,5,17
N00759,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00759/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00759/right/Main.java,p02898,p02897,s650890867.java,s914696060.java,107,107,2,2,11
N00760,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00760/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00760/right/Main.java,p03370,p03371,s962057726.java,s058907753.java,177,177,2,2,14
N00761,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00761/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00761/right/Main.java,p02407,p02408,s844062860.java,s284155128.java,155,155,3,4,11
N00762,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00762/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00762/right/Main.java,p02723,p02718,s778059109.java,s633485247.java,223,223,4,4,15
N00763,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00763/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00763/right/Main.java,p04044,p00001,s511926085.java,s550222968.java,148,149,2,2,12
N00764,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00764/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00764/right/Main.java,p03293,p03434,s811284302.java,s677519150.java,608,608,7,9,19
N00765,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00765/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00765/right/Main.java,p02404,p02402,s185847277.java,s219601224.java,328,328,5,7,16
N00766,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00766/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00766/right/Main.java,p02612,p02621,s496616768.java,s457442366.java,83,83,0,0,26
N00767,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00767/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00767/right/Main.java,p03136,p03109,s225593540.java,s413439070.java,158,158,3,3,15
N00768,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00768/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00768/right/Main.java,p03315,p03316,s452272558.java,s674713875.java,113,113,2,2,26
N00769,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00769/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00769/right/Main.java,p02639,p02612,s815159568.java,s445715731.java,92,92,2,2,16
N00770,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00770/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00770/right/Main.java,p02417,p02415,s071904991.java,s907395682.java,182,182,4,4,14
N00771,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00771/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00771/right/Main.java,p03695,p02629,s154645388.java,s334034944.java,1623,1622,28,40,10
N00772,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00772/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00772/right/Main.java,p03455,p03456,s819173853.java,s028309580.java,128,128,1,1,23
N00773,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00773/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00773/right/Main.java,p03289,p03261,s504104187.java,s542070548.java,236,236,5,7,17
