pair_id,status,analysis_mode,regions_emitted,regions_at_min_size,fp_reference_range,fp_strict_product,claims_syntactic_type,types,largest_region_lines,left_problem,right_problem,left_program,right_program,shared_tokens
N00632,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,25,p02706,p03001,s676344720.java,s269137895.java,18
N00633,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02420,p02419,s433969361.java,s394000842.java,19
N00634,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,3,p02388,p02389,s833494946.java,s313101221.java,11
N00635,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,7,p02693,p02723,s703961736.java,s249501775.java,18
N00636,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02407,p02415,s038431342.java,s454284856.java,22
N00637,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03469,p03493,s030320446.java,s146057713.java,14
N00638,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03469,p03493,s177503724.java,s008240073.java,17
N00639,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02719,p02723,s762365246.java,s152569262.java,17
N00640,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,6,p03126,p03102,s311963049.java,s947766140.java,23
N00641,ok,SOURCE_PLUS_WALA_SMT,3,1,False,True,True,T3,8,p02993,p02989,s353397777.java,s507152597.java,15
N00642,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02786,p02783,s226368657.java,s873336630.java,17
N00643,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03076,p03073,s470389823.java,s942155545.java,17
N00644,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03775,p03720,s091429278.java,s908335352.java,15
N00645,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04030,p04043,s590354859.java,s748555679.java,27
N00646,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02682,p02676,s808677167.java,s591951907.java,11
N00647,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03545,p03161,s125335328.java,s764639476.java,10
N00648,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,20,p02831,p02612,s496003464.java,s020356936.java,13
N00649,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,27,p02771,p02773,s816882133.java,s047367530.java,17
N00650,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03545,p03371,s265001457.java,s631023645.java,11
N00651,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03378,p03360,s167911786.java,s852215125.java,17
N00652,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02848,p02879,s215993438.java,s149394144.java,14
N00653,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02406,p02405,s890040085.java,s362339220.java,22
N00654,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p03370,p03324,s044038961.java,s963378946.java,13
N00655,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03102,p03435,s623275407.java,s405693391.java,11
N00656,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,18,p03161,p03160,s220004284.java,s795788745.java,23
N00657,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02681,p02676,s242357088.java,s077477450.java,16
N00658,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,74,p03060,p03106,s750260229.java,s488110891.java,16
N00659,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03478,p03471,s462028459.java,s996795502.java,10
N00660,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02700,p02701,s848368374.java,s457236928.java,28
N00661,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03478,p03494,s952688552.java,s374892869.java,16
N00662,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02783,p02778,s313188471.java,s966162701.java,23
N00663,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03109,p03289,s885465083.java,s220687018.java,15
N00664,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02578,p02582,s521618628.java,s821730773.java,15
N00665,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02987,p02957,s253829605.java,s945161999.java,15
N00666,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03289,p03281,s654623273.java,s930919647.java,15
N00667,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03775,p03814,s529144839.java,s861789582.java,14
N00668,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04044,p04043,s874247347.java,s299155357.java,15
N00669,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02403,p02402,s246120784.java,s627438747.java,13
N00670,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,7,p02700,p02706,s009932434.java,s568090036.java,12
N00671,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02413,p02415,s924733534.java,s057658728.java,15
N00672,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p02256,p02257,s808925161.java,s050647557.java,9
N00673,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02412,p02406,s112818376.java,s873367961.java,16
N00674,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p02553,p02571,s798926196.java,s358921757.java,14
N00675,ok,SOURCE_PLUS_WALA_SMT,2,2,False,True,False,POSSIBLE_T4_CANDIDATE,9,p03161,p03285,s275007950.java,s450048084.java,19
N00676,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03434,p03448,s788064147.java,s106450057.java,17
N00677,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03308,p03370,s604701237.java,s817889394.java,28
N00678,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03494,p03644,s254208764.java,s592857206.java,17
N00679,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03470,p03456,s973765474.java,s545596117.java,13
N00680,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02766,p02778,s593889604.java,s145236459.java,23
N00681,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02415,p02406,s644517092.java,s706478872.java,15
N00682,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02701,p02759,s284745900.java,s197698288.java,12
N00683,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02712,p02707,s487047409.java,s833174540.java,17
N00684,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03449,p03457,s541423731.java,s272626752.java,28
N00685,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,3,p04012,p03545,s808559069.java,s673252774.java,12
N00686,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03073,p03072,s951141579.java,s528522372.java,12
N00687,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p02612,p02701,s028207495.java,s542293170.java,11
N00688,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02410,p02404,s259698615.java,s677165745.java,13
N00689,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02676,p02681,s454059032.java,s103646912.java,17
N00690,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03281,p03282,s334387612.java,s130524440.java,15
N00691,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02801,p02783,s041373980.java,s811236803.java,9
N00692,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02784,p02783,s153662325.java,s910771338.java,23
N00693,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,84,p02831,p03013,s627837336.java,s951107030.java,26
N00694,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p02947,p03695,s088363628.java,s697528471.java,13
N00695,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p03146,p03001,s240376385.java,s746640763.java,11
N00696,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03086,p03076,s374472370.java,s889963539.java,27
N00697,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02802,p02818,s561930383.java,s170412147.java,11
N00698,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p02947,p02935,s396171231.java,s927898749.java,13
N00699,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p02766,p02755,s579259826.java,s509127167.java,10
N00700,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,25,p02259,p02260,s953953493.java,s208894142.java,12
N00701,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02396,p02402,s173761020.java,s176686140.java,23
N00702,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03220,p03239,s630631639.java,s938898595.java,12
N00703,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00003,p00001,s918835910.java,s377243139.java,13
N00704,ok,SOURCE_PLUS_WALA_SMT,6,2,False,True,False,POSSIBLE_T4_CANDIDATE,26,p02622,p03161,s770006311.java,s774209924.java,11
N00705,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02257,p04043,s398729166.java,s259535116.java,12
N00706,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03775,p03814,s250880726.java,s492916772.java,13
N00707,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02259,p02260,s644878447.java,s668822204.java,23
N00708,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02628,p02622,s463045428.java,s896182793.java,25
N00709,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02911,p02783,s681897269.java,s998237907.java,13
N00710,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03000,p02993,s214635658.java,s627920026.java,25
N00711,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03494,p03478,s880822865.java,s846462756.java,26
N00712,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,5,p02578,p02571,s663826745.java,s360376412.java,23
N00713,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02419,p02416,s616047324.java,s450106981.java,15
N00714,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02393,p02399,s450182903.java,s603382411.java,11
N00715,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,25,p03087,p03435,s009910243.java,s015730415.java,13
N00716,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02707,p02706,s926906693.java,s580381837.java,13
N00717,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03370,p03360,s316896188.java,s195837244.java,14
N00718,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02717,p02724,s465974503.java,s154030141.java,22
N00719,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p03059,p03071,s215689799.java,s040776206.java,13
N00720,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p03075,p03073,s097828297.java,s419512829.java,14
N00721,ok,SOURCE_PLUS_WALA_SMT,4,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p02659,p03378,s740040423.java,s000775781.java,14
N00722,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02951,p02981,s863221984.java,s295359940.java,23
N00723,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02830,p02848,s957463072.java,s430647837.java,17
N00724,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00005,p00002,s421964155.java,s035966220.java,20
N00725,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02418,p02570,s256754439.java,s119903356.java,9
N00726,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02830,p02829,s501461252.java,s357281772.java,10
N00727,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02397,p02396,s304490044.java,s229990531.java,13
N00728,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,13,p02987,p02971,s067786476.java,s602569133.java,17
N00729,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03416,p03434,s788253294.java,s012358469.java,26
N00730,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02784,p02779,s152350358.java,s892241127.java,9
N00731,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,6,p02829,p02897,s868844103.java,s391480589.java,14
N00732,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02786,p02801,s885750053.java,s112655706.java,25
N00733,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02982,p02916,s635657007.java,s855561833.java,14
N00734,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,16,p02576,p02777,s194488309.java,s274673315.java,15
N00735,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03220,p03147,s761522707.java,s930318964.java,18
N00736,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02420,p02419,s501513286.java,s200889021.java,16
N00737,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03324,p03455,s218957862.java,s014468262.java,23
N00738,ok,SOURCE_PLUS_WALA_SMT,4,0,False,False,False,,5,p04044,p02759,s319414787.java,s111700726.java,11
N00739,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03998,p03435,s543087575.java,s203136775.java,9
N00740,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02687,p02694,s673422042.java,s133336224.java,22
N00741,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,84,p02773,p02688,s064656376.java,s707899448.java,14
N00742,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,16,p02578,p02657,s625023624.java,s470545111.java,16
N00743,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,13,p02405,p02404,s182351905.java,s459205327.java,21
N00744,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00002,p00005,s690960070.java,s135814724.java,12
N00745,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02622,p02595,s565075941.java,s597791548.java,10
N00746,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02640,p02639,s135447238.java,s769561988.java,23
N00747,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,8,p00002,p03316,s680724016.java,s166066534.java,10
N00748,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03456,p03455,s344084493.java,s942814261.java,17
N00749,ok,SOURCE_PLUS_WALA_SMT,3,2,False,True,False,POSSIBLE_T4_CANDIDATE,27,p03360,p02830,s073369909.java,s867966771.java,15
N00750,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02701,p02694,s246938110.java,s191740910.java,15
N00751,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,28,p02887,p02729,s295965233.java,s719798581.java,25
N00752,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03720,p03680,s705955110.java,s703696430.java,28
N00753,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02388,p02389,s686851035.java,s078876132.java,13
N00754,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02268,p02263,s112777433.java,s712619753.java,15
N00755,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02819,p02773,s508824926.java,s556441709.java,8
N00756,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02421,p02420,s039389358.java,s486003024.java,17
N00757,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03632,p03644,s272290439.java,s690037449.java,26
N00758,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,3,p02772,p02771,s340019774.java,s142732167.java,17
N00759,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02898,p02897,s650890867.java,s914696060.java,11
N00760,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03370,p03371,s962057726.java,s058907753.java,14
N00761,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02407,p02408,s844062860.java,s284155128.java,11
N00762,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p02723,p02718,s778059109.java,s633485247.java,15
N00763,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04044,p00001,s511926085.java,s550222968.java,12
N00764,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,26,p03293,p03434,s811284302.java,s677519150.java,19
N00765,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02404,p02402,s185847277.java,s219601224.java,16
N00766,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02612,p02621,s496616768.java,s457442366.java,26
N00767,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03136,p03109,s225593540.java,s413439070.java,15
N00768,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03315,p03316,s452272558.java,s674713875.java,26
N00769,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02639,p02612,s815159568.java,s445715731.java,16
N00770,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02417,p02415,s071904991.java,s907395682.java,14
N00771,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,69,p03695,p02629,s154645388.java,s334034944.java,10
N00772,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p03455,p03456,s819173853.java,s028309580.java,23
N00773,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,4,p03289,p03261,s504104187.java,s542070548.java,17
N00774,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00007,p00005,s931344802.java,s343320477.java,8
N00775,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02417,p02419,s306380231.java,s394068324.java,28
N00776,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p04044,p00001,s514124022.java,s696445822.java,9
N00777,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02547,p02420,s167621388.java,s833558090.java,27
N00778,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03720,p03775,s774446713.java,s159174947.java,15
N00779,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02621,p02612,s511033469.java,s086501213.java,11
N00780,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,7,p02934,p02946,s940710425.java,s604363484.java,11
N00781,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02396,p02397,s860977069.java,s044210806.java,17
N00782,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,11,p02829,p02640,s389750950.java,s738428850.java,22
N00783,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03000,p03012,s514003252.java,s334230871.java,14
N00784,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02258,p02264,s490793689.java,s933165215.java,10
N00785,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02777,p02779,s418052921.java,s237625948.java,17
N00786,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,8,p02777,p02778,s691019675.java,s102230587.java,15
N00787,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02408,p02411,s900606042.java,s502591899.java,15
N00788,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02934,p02922,s521353361.java,s647597379.java,27
N00789,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02784,p02783,s726064775.java,s436105252.java,17
N00790,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,7,p02724,p02923,s217968437.java,s121761540.java,11
N00791,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02394,p02392,s348906191.java,s323626866.java,13
N00792,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p02831,p02836,s932294774.java,s087064143.java,14
N00793,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02880,p02881,s450576002.java,s157762380.java,15
N00794,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03136,p03146,s466651599.java,s053297530.java,26
N00795,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p02396,p03545,s358079641.java,s256016363.java,10
N00796,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02773,p02802,s582914057.java,s752646914.java,28
N00797,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,22,p02983,p02989,s792965166.java,s934078626.java,15
N00798,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02415,p02412,s282449153.java,s877556804.java,9
N00799,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,26,p02268,p02260,s683069309.java,s514340740.java,12
N00800,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02777,p02778,s694971185.java,s343802268.java,22
N00801,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00001,p00003,s956379923.java,s311283486.java,17
N00802,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02403,p02401,s100153322.java,s897118577.java,12
N00803,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02946,p02952,s468329484.java,s092615819.java,23
N00804,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02819,p02829,s524233993.java,s012276421.java,28
N00805,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00007,p00006,s173789476.java,s752067251.java,17
N00806,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02909,p02880,s896920738.java,s740569426.java,13
N00807,ok,SOURCE_PLUS_WALA_SMT,2,2,False,True,False,POSSIBLE_T4_CANDIDATE,71,p03107,p02730,s787135240.java,s610681407.java,9
N00808,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02754,p02730,s699621290.java,s351065992.java,23
N00809,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02640,p02677,s907695703.java,s049797295.java,14
N00810,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03998,p00003,s455633263.java,s330489063.java,9
N00811,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02693,p02682,s223725448.java,s716727352.java,28
N00812,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02958,p02957,s647564222.java,s435063343.java,15
N00813,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03073,p03076,s093905429.java,s284122658.java,12
N00814,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02899,p02909,s727918489.java,s423580111.java,25
N00815,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02953,p02982,s855300737.java,s760988009.java,17
N00816,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02717,p02719,s869646152.java,s084514221.java,17
N00817,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03371,p03352,s616391046.java,s950468287.java,17
N00818,ok,SOURCE_PLUS_WALA_SMT,3,2,False,True,False,POSSIBLE_T4_CANDIDATE,16,p02790,p02771,s159977506.java,s068086894.java,16
N00819,ok,SOURCE_PLUS_WALA_SMT,3,3,False,True,False,POSSIBLE_T4_CANDIDATE,10,p03448,p03370,s231530024.java,s505865395.java,16
N00820,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02396,p02398,s743192362.java,s308399435.java,15
N00821,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,11,p02784,p02779,s285647997.java,s484227026.java,27
N00822,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,25,p02753,p02713,s489088713.java,s088230717.java,20
N00823,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02981,p02957,s828646960.java,s379801775.java,11
N00824,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02766,p02778,s853908235.java,s209903329.java,17
N00825,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p03059,p03041,s923630459.java,s760859717.java,22
N00826,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,59,p03775,p02705,s402149367.java,s191415575.java,18
N00827,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02687,p02552,s758468317.java,s880574605.java,11
N00828,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,11,p03545,p03494,s742054083.java,s569844547.java,11
N00829,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02694,p02699,s897432504.java,s541935644.java,17
N00830,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02880,p02819,s563063847.java,s986077327.java,15
N00831,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02403,p02402,s004256290.java,s459828680.java,11
N00832,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03448,p03435,s668885021.java,s057813075.java,23
N00833,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03378,p03289,s080078833.java,s951602530.java,27
N00834,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02675,p02677,s554799092.java,s416551143.java,13
N00835,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02952,p02951,s384073597.java,s503006860.java,17
N00836,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03285,p03282,s288550035.java,s819704542.java,21
N00837,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02402,p02406,s270894598.java,s188645398.java,26
N00838,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03076,p03075,s789136871.java,s623524055.java,17
N00839,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03720,p03680,s612639043.java,s273674650.java,26
N00840,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03835,p04030,s741856256.java,s090027324.java,27
N00841,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02399,p02394,s702680164.java,s217812515.java,14
